pl_name,hostname,pl_letter,default_flag,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_year,disc_facility,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_masse,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,ttv_flag,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_bmag,sy_vmag,sy_kmag,sy_gaiamag,rowupdate,pl_pubdate,releasedate;;;;
Kepler-1934 b,Kepler-1934,b,0,1,1,0,Transit,2021,Kepler,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>,1.41974914600,0.0246600000,0.79100000,0.07056841,,,,,,,1835.6000,,,0,<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>,,5966.00,0.991000,0.990000,-0.1300,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h23m40.64s,290.9193265,+37d17m13.80s,37.2871677,428.51400000,13.7980000,12.8740000,11.4360000,12.7503000,2024-12-05,2018-12,2024-12-05;;
Kepler-1934 b,Kepler-1934,b,0,1,1,0,Transit,2021,Kepler,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q12_koi),0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,1.41974914600,0.0253000000,0.84000000,0.07493991,,,,,,0.000000,2267.3500,1760.00,84.22000,0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,6187.00,1.052000,1.061000,-0.1000,[Fe/H],4.422000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h23m40.64s,290.9193265,+37d17m13.80s,37.2871677,428.51400000,13.7980000,12.8740000,11.4360000,12.7503000,2014-11-18,2014-12-04,2014-11-18;;;;
Kepler-1934 b,Kepler-1934,b,0,1,1,0,Transit,2021,Kepler,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q17_dr24_koi),0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,1.41974914600,0.0253000000,0.84000000,0.07493991,,,,,,0.000000,2267.3500,1760.00,84.22000,0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,6187.00,1.052000,1.061000,-0.1000,[Fe/H],4.422000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h23m40.64s,290.9193265,+37d17m13.80s,37.2871677,428.51400000,13.7980000,12.8740000,11.4360000,12.7503000,2015-08-25,2015-09-24,2015-08-25;;;;
Kepler-1934 b,Kepler-1934,b,0,1,1,0,Transit,2021,Kepler,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,1.41975831000,0.0245000000,0.85000000,0.07583205,,,,,,0.000000,1968.3800,1700.00,83.77000,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5925.00,1.035000,0.968000,-0.1400,[Fe/H],4.394000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h23m40.64s,290.9193265,+37d17m13.80s,37.2871677,428.51400000,13.7980000,12.8740000,11.4360000,12.7503000,2017-05-08,2017-08-31 00:00,2017-05-08;;;;
Kepler-1934 b,Kepler-1934,b,0,1,1,0,Transit,2021,Kepler,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,1.41974914600,0.0253000000,0.84000000,0.07493991,,,,,,0.000000,2267.3500,1760.00,84.22000,0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,6187.00,1.052000,1.061000,-0.1000,[Fe/H],4.422000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h23m40.64s,290.9193265,+37d17m13.80s,37.2871677,428.51400000,13.7980000,12.8740000,11.4360000,12.7503000,2014-11-21,2014-12-18,2014-11-21;;;;
Kepler-1934 b,Kepler-1934,b,1,1,1,0,Transit,2021,Kepler,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,1.41975998900,,0.91307734,0.08145944,,,,,,,,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5925.00,1.035000,0.968000,-0.1400,[Fe/H],4.394000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h23m40.64s,290.9193265,+37d17m13.80s,37.2871677,428.51400000,13.7980000,12.8740000,11.4360000,12.7503000,2021-12-05,2022-02,2021-12-05;;;;
Kepler-1935 b,Kepler-1935,b,0,1,1,0,Transit,2021,Kepler,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,3.95138313800,0.0463000000,23.51000000,2.09742533,,,,,,0.000000,324.7800,1083.00,79.61000,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5570.00,0.899000,0.845000,-0.1800,[Fe/H],4.458000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h45m36.91s,296.4037783,+39d43m21.73s,39.7227036,904.70200000,15.2210000,14.5220000,12.6830000,14.3684000,2017-05-08,2017-08-31 00:00,2017-05-08;;;;
Kepler-1935 b,Kepler-1935,b,0,1,1,0,Transit,2021,Kepler,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q12_koi),0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,3.95138220000,0.0463000000,64.89000000,5.78910801,,,,,,0.000000,324.7800,1083.00,77.35000,0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,5570.00,0.899000,0.845000,-0.1800,[Fe/H],4.458000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h45m36.91s,296.4037783,+39d43m21.73s,39.7227036,904.70200000,15.2210000,14.5220000,12.6830000,14.3684000,2014-11-18,2014-12-04,2014-11-18;;;;
Kepler-1935 b,Kepler-1935,b,0,1,1,0,Transit,2021,Kepler,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,3.95138313800,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5598.00,1.284090,0.990000,,,4.216510,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h45m36.91s,296.4037783,+39d43m21.73s,39.7227036,904.70200000,15.2210000,14.5220000,12.6830000,14.3684000,2018-09-25,2018-08-16,2018-09-25;;;;
Kepler-1935 b,Kepler-1935,b,0,1,1,0,Transit,2021,Kepler,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q17_dr24_koi),0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,3.95138220000,0.0463000000,64.89000000,5.78910801,,,,,,0.000000,324.7800,1083.00,77.35000,0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,5570.00,0.899000,0.845000,-0.1800,[Fe/H],4.458000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h45m36.91s,296.4037783,+39d43m21.73s,39.7227036,904.70200000,15.2210000,14.5220000,12.6830000,14.3684000,2015-08-25,2015-09-24,2015-08-25;;;;
Kepler-1935 b,Kepler-1935,b,0,1,1,0,Transit,2021,Kepler,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,3.95138220000,0.0463000000,64.89000000,5.78910801,,,,,,0.000000,324.7800,1083.00,77.35000,0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,5570.00,0.899000,0.845000,-0.1800,[Fe/H],4.458000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h45m36.91s,296.4037783,+39d43m21.73s,39.7227036,904.70200000,15.2210000,14.5220000,12.6830000,14.3684000,2014-11-21,2014-12-18,2014-11-21;;;;
Kepler-1935 b,Kepler-1935,b,1,1,1,0,Transit,2021,Kepler,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,3.95140004200,,2.50271696,0.22327784,,,,,,,,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5570.00,0.899000,0.845000,-0.1800,[Fe/H],4.458000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h45m36.91s,296.4037783,+39d43m21.73s,39.7227036,904.70200000,15.2210000,14.5220000,12.6830000,14.3684000,2021-12-05,2022-02,2021-12-05;;;;
Kepler-1936 b,Kepler-1936,b,0,1,1,0,Transit,2021,Kepler,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,126.55719000000,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6397.79,1.376350,1.280000,0.0820,[M/H],4.267820,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m55.20s,290.7300141,+44d50m10.06s,44.8361280,871.09600000,14.1100000,13.3930000,12.2010000,13.3235000,2018-09-25,2018-08-16,2018-09-25;;;;
Kepler-1936 b,Kepler-1936,b,0,1,1,0,Transit,2021,Kepler,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>,126.55752200000,0.5266200000,3.28500000,0.29306857,,,,,,,9.4000,,,0,<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>,,6318.00,1.351000,1.214000,0.0900,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m55.20s,290.7300141,+44d50m10.06s,44.8361280,871.09600000,14.1100000,13.3930000,12.2010000,13.3235000,2024-12-05,2018-12,2024-12-05;;
Kepler-1936 b,Kepler-1936,b,0,1,1,0,Transit,2021,Kepler,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,126.55719000000,0.5548000000,4.59000000,0.40949308,,,,,,0.000000,17.8500,524.00,88.63000,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,6501.00,1.854000,1.419000,0.1000,[Fe/H],4.054000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m55.20s,290.7300141,+44d50m10.06s,44.8361280,871.09600000,14.1100000,13.3930000,12.2010000,13.3235000,2017-05-08,2017-08-31 00:00,2017-05-08;;;;
Kepler-1936 b,Kepler-1936,b,0,1,1,0,Transit,2021,Kepler,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q12_koi),0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,126.55752200000,0.5548000000,4.50000000,0.40146380,,,,,,0.000000,17.8500,524.00,88.81000,0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,6501.00,1.854000,1.419000,0.1000,[Fe/H],4.054000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m55.20s,290.7300141,+44d50m10.06s,44.8361280,871.09600000,14.1100000,13.3930000,12.2010000,13.3235000,2014-11-18,2014-12-04,2014-11-18;;;;
Kepler-1936 b,Kepler-1936,b,0,1,1,0,Transit,2021,Kepler,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q17_dr24_koi),0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,126.55752200000,0.5548000000,4.50000000,0.40146380,,,,,,0.000000,17.8500,524.00,88.81000,0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,6501.00,1.854000,1.419000,0.1000,[Fe/H],4.054000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m55.20s,290.7300141,+44d50m10.06s,44.8361280,871.09600000,14.1100000,13.3930000,12.2010000,13.3235000,2015-08-25,2015-09-24,2015-08-25;;;;
Kepler-1936 b,Kepler-1936,b,0,1,1,0,Transit,2021,Kepler,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,126.55615355000,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6397.79,1.376350,1.280000,0.0820,[M/H],4.267820,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m55.20s,290.7300141,+44d50m10.06s,44.8361280,871.09600000,14.1100000,13.3930000,12.2010000,13.3235000,2016-07-26,2016-07,2016-07-28;;;;
Kepler-1936 b,Kepler-1936,b,1,1,1,0,Transit,2021,Kepler,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,126.55699920000,,3.16615594,0.28246600,,,,,,,,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,6501.00,1.854000,1.419000,0.1000,[Fe/H],4.054000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m55.20s,290.7300141,+44d50m10.06s,44.8361280,871.09600000,14.1100000,13.3930000,12.2010000,13.3235000,2021-12-05,2022-02,2021-12-05;;;;
Kepler-1936 b,Kepler-1936,b,0,1,1,0,Transit,2021,Kepler,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,126.55752200000,0.5548000000,4.50000000,0.40146380,,,,,,0.000000,17.8500,524.00,88.81000,0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,6501.00,1.854000,1.419000,0.1000,[Fe/H],4.054000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m55.20s,290.7300141,+44d50m10.06s,44.8361280,871.09600000,14.1100000,13.3930000,12.2010000,13.3235000,2014-11-21,2014-12-18,2014-11-21;;;;
Kepler-1937 b,Kepler-1937,b,0,1,1,0,Transit,2021,Kepler,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,9.68872160000,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6169.00,1.113860,1.180000,,,4.416290,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m38.01s,290.6583922,+40d46m42.74s,40.7785383,905.06900000,14.9010000,14.1630000,12.8170000,14.0864000,2018-09-25,2018-08-16,2018-09-25;;;;
Kepler-1937 b,Kepler-1937,b,1,1,1,0,Transit,2021,Kepler,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,9.68859958600,,3.02291330,0.26968673,,,,,,,,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,6457.00,1.196000,1.190000,-0.0600,[Fe/H],4.358000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m38.01s,290.6583922,+40d46m42.74s,40.7785383,905.06900000,14.9010000,14.1630000,12.8170000,14.0864000,2021-12-05,2022-02,2021-12-05;;;;
Kepler-1937 b,Kepler-1937,b,0,1,1,0,Transit,2021,Kepler,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q17_dr24_koi),0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,9.68866460000,0.0941000000,3.18000000,0.28370109,,,,,,0.000000,261.2200,1025.00,89.95000,0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,6450.00,1.222000,1.181000,-0.0600,[Fe/H],4.336000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m38.01s,290.6583922,+40d46m42.74s,40.7785383,905.06900000,14.9010000,14.1630000,12.8170000,14.0864000,2015-08-25,2015-09-24,2015-08-25;;;;
Kepler-1937 b,Kepler-1937,b,0,1,1,0,Transit,2021,Kepler,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,9.68866460000,0.0941000000,3.18000000,0.28370109,,,,,,0.000000,261.2200,1025.00,89.95000,0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,6450.00,1.222000,1.181000,-0.0600,[Fe/H],4.336000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m38.01s,290.6583922,+40d46m42.74s,40.7785383,905.06900000,14.9010000,14.1630000,12.8170000,14.0864000,2014-11-21,2014-12-18,2014-11-21;;;;
Kepler-1937 b,Kepler-1937,b,0,1,1,0,Transit,2021,Kepler,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q12_koi),0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,9.68866460000,0.0941000000,3.18000000,0.28370109,,,,,,0.000000,261.2200,1025.00,89.95000,0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,6450.00,1.222000,1.181000,-0.0600,[Fe/H],4.336000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m38.01s,290.6583922,+40d46m42.74s,40.7785383,905.06900000,14.9010000,14.1630000,12.8170000,14.0864000,2014-11-18,2014-12-04,2014-11-18;;;;
Kepler-1937 b,Kepler-1937,b,0,1,1,0,Transit,2021,Kepler,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,9.68835304000,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6169.00,1.113860,1.180000,,,4.416290,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m38.01s,290.6583922,+40d46m42.74s,40.7785383,905.06900000,14.9010000,14.1630000,12.8170000,14.0864000,2016-07-26,2016-07,2016-07-28;;;;
Kepler-1937 b,Kepler-1937,b,0,1,1,0,Transit,2021,Kepler,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,9.68872160000,0.0943000000,3.09000000,0.27567181,,,,,,0.000000,250.2500,1014.00,89.82000,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,6457.00,1.196000,1.190000,-0.0600,[Fe/H],4.358000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m38.01s,290.6583922,+40d46m42.74s,40.7785383,905.06900000,14.9010000,14.1630000,12.8170000,14.0864000,2017-05-08,2017-08-31 00:00,2017-05-08;;;;
Kepler-1937 b,Kepler-1937,b,0,1,1,0,Transit,2021,Kepler,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>,9.68866460000,0.0915000000,2.84600000,0.25390355,,,,,,,163.1000,,,0,<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>,,5970.00,1.095000,1.088000,0.0800,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m38.01s,290.6583922,+40d46m42.74s,40.7785383,905.06900000,14.9010000,14.1630000,12.8170000,14.0864000,2024-12-05,2018-12,2024-12-05;;
