pl_name,hostname,pl_letter,default_flag,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_year,disc_facility,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_masse,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,ttv_flag,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_bmag,sy_vmag,sy_kmag,sy_gaiamag,rowupdate,pl_pubdate,releasedate;;;;
Kepler-1025 b,Kepler-1025,b,0,1,1,0,Transit,2016,Kepler,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,37.32250137750,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6134.11,1.232220,1.160000,-0.2255,[M/H],4.321150,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h58m02.45s,284.5102140,+43d57m41.63s,43.9615628,803.77600000,14.3650000,13.6950000,12.2170000,13.5557000,2019-04-16,2019-03,2019-04-18;;;
Kepler-1025 b,Kepler-1025,b,0,1,1,0,Transit,2016,Kepler,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q17_dr24_koi),0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,37.32294930000,0.2186000000,1.64000000,0.14631125,,,,,,0.000000,24.6000,568.00,89.95000,0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,6253.00,0.927000,0.997000,-0.4200,[Fe/H],4.503000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h58m02.45s,284.5102140,+43d57m41.63s,43.9615628,803.77600000,14.3650000,13.6950000,12.2170000,13.5557000,2015-08-25,2015-09-24,2015-08-25;;;;
Kepler-1025 b,Kepler-1025,b,0,1,1,0,Transit,2016,Kepler,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,37.32287220000,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6134.11,1.232220,1.160000,-0.2255,[M/H],4.321150,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h58m02.45s,284.5102140,+43d57m41.63s,43.9615628,803.77600000,14.3650000,13.6950000,12.2170000,13.5557000,2018-09-25,2018-08-16,2018-09-25;;;;
Kepler-1025 b,Kepler-1025,b,0,1,1,0,Transit,2016,Kepler,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,37.32294930000,0.2186000000,1.64000000,0.14631125,,,,,,0.000000,24.6000,568.00,89.95000,0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,6253.00,0.927000,0.997000,-0.4200,[Fe/H],4.503000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h58m02.45s,284.5102140,+43d57m41.63s,43.9615628,803.77600000,14.3650000,13.6950000,12.2170000,13.5557000,2014-11-21,2014-12-18,2014-11-21;;;;
Kepler-1025 b,Kepler-1025,b,0,1,1,0,Transit,2016,Kepler,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>,37.32294930000,0.2160700000,2.26100000,0.20171326,,,,,,,41.6000,,,0,<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>,,6031.00,1.278000,0.965000,-0.2200,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h58m02.45s,284.5102140,+43d57m41.63s,43.9615628,803.77600000,14.3650000,13.6950000,12.2170000,13.5557000,2024-12-05,2018-12,2024-12-05;;
Kepler-1025 b,Kepler-1025,b,0,1,1,0,Transit,2016,Kepler,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,37.32299618000,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6134.11,1.232220,1.160000,-0.2255,[M/H],4.321150,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h58m02.45s,284.5102140,+43d57m41.63s,43.9615628,803.77600000,14.3650000,13.6950000,12.2170000,13.5557000,2016-07-26,2016-07,2016-07-28;;;;
Kepler-1025 b,Kepler-1025,b,0,1,1,0,Transit,2016,Kepler,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,,2.35200000,0.20983139,,,,,,,17.9520,,,0,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,6031.00,1.300000,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h58m02.45s,284.5102140,+43d57m41.63s,43.9615628,803.77600000,14.3650000,13.6950000,12.2170000,13.5557000,2018-09-04,2018-10,2018-09-06;;;;
Kepler-1025 b,Kepler-1025,b,1,1,1,0,Transit,2016,Kepler,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,37.32294930000,,1.98000000,0.17664377,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6089.00,1.130000,1.090000,-0.0300,[Fe/H],4.370000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h58m02.45s,284.5102140,+43d57m41.63s,43.9615628,803.77600000,14.3650000,13.6950000,12.2170000,13.5557000,2016-05-06,2016-05,2016-05-10;;;;
Kepler-1025 b,Kepler-1025,b,0,1,1,0,Transit,2016,Kepler,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,37.32287220000,0.3344000000,35.34000000,3.15282905,,,,,,0.000000,1769.8800,1654.00,88.92000,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,4907.00,19.530000,3.573000,0.2100,[Fe/H],2.410000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h58m02.45s,284.5102140,+43d57m41.63s,43.9615628,803.77600000,14.3650000,13.6950000,12.2170000,13.5557000,2017-05-08,2017-08-31 00:00,2017-05-08;;;;
Kepler-1026 b,Kepler-1026,b,0,1,1,0,Transit,2016,Kepler,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q12_koi),0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,36.51560530000,0.1959000000,2.30000000,0.20519261,,,,,,0.000000,8.1300,431.00,89.38000,0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,4915.00,0.773000,0.749000,0.0000,[Fe/H],4.537000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h54m25.27s,283.6053012,+39d59m52.54s,39.9979286,351.23900000,15.3980000,14.4630000,12.0770000,14.2019000,2014-11-18,2014-12-04,2014-11-18;;;;
Kepler-1026 b,Kepler-1026,b,1,1,1,0,Transit,2016,Kepler,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,36.51560530000,,2.21000000,0.19716299,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4948.00,0.750000,0.790000,-0.0200,[Fe/H],4.590000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h54m25.27s,283.6053012,+39d59m52.54s,39.9979286,351.23900000,15.3980000,14.4630000,12.0770000,14.2019000,2016-05-06,2016-05,2016-05-10;;;;
Kepler-1026 b,Kepler-1026,b,0,1,1,0,Transit,2016,Kepler,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q17_dr24_koi),0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,36.51560530000,0.1959000000,2.30000000,0.20519261,,,,,,0.000000,8.1300,431.00,89.38000,0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,4915.00,0.773000,0.749000,0.0000,[Fe/H],4.537000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h54m25.27s,283.6053012,+39d59m52.54s,39.9979286,351.23900000,15.3980000,14.4630000,12.0770000,14.2019000,2015-08-25,2015-09-24,2015-08-25;;;;
Kepler-1026 b,Kepler-1026,b,0,1,1,0,Transit,2016,Kepler,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,36.51559488000,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4844.00,0.697921,0.790000,,,4.648080,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h54m25.27s,283.6053012,+39d59m52.54s,39.9979286,351.23900000,15.3980000,14.4630000,12.0770000,14.2019000,2016-07-26,2016-07,2016-07-28;;;;
Kepler-1026 b,Kepler-1026,b,0,1,1,0,Transit,2016,Kepler,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,36.51560530000,0.1959000000,2.30000000,0.20519261,,,,,,0.000000,8.1300,431.00,89.38000,0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,4915.00,0.773000,0.749000,0.0000,[Fe/H],4.537000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h54m25.27s,283.6053012,+39d59m52.54s,39.9979286,351.23900000,15.3980000,14.4630000,12.0770000,14.2019000,2014-11-21,2014-12-18,2014-11-21;;;;
Kepler-1026 b,Kepler-1026,b,0,1,1,0,Transit,2016,Kepler,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,36.51576390000,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4844.00,0.697921,0.790000,,,4.648080,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h54m25.27s,283.6053012,+39d59m52.54s,39.9979286,351.23900000,15.3980000,14.4630000,12.0770000,14.2019000,2018-09-25,2018-08-16,2018-09-25;;;;
Kepler-1026 b,Kepler-1026,b,0,1,1,0,Transit,2016,Kepler,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,36.51576390000,0.1977000000,2.55000000,0.22749615,,,,,,0.000000,7.7100,425.00,89.11000,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,4847.00,0.781000,0.772000,0.1400,[Fe/H],4.540000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h54m25.27s,283.6053012,+39d59m52.54s,39.9979286,351.23900000,15.3980000,14.4630000,12.0770000,14.2019000,2017-05-08,2017-08-31 00:00,2017-05-08;;;;
Kepler-1026 b,Kepler-1026,b,0,1,1,0,Transit,2016,Kepler,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,,2.24300000,0.20010706,,,,,,,5.9880,,,0,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,4850.00,0.686000,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h54m25.27s,283.6053012,+39d59m52.54s,39.9979286,351.23900000,15.3980000,14.4630000,12.0770000,14.2019000,2018-09-04,2018-10,2018-09-06;;;;
Kepler-1026 b,Kepler-1026,b,0,1,1,0,Transit,2016,Kepler,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,36.51574625870,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4844.00,0.697921,0.790000,,,4.648080,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h54m25.27s,283.6053012,+39d59m52.54s,39.9979286,351.23900000,15.3980000,14.4630000,12.0770000,14.2019000,2019-04-16,2019-03,2019-04-18;;;
Kepler-1026 b,Kepler-1026,b,0,1,1,0,Transit,2016,Kepler,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q8_koi),0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,36.51567000000,0.1920000000,2.20000000,0.19627119,,,,,,0.000000,,407.00,89.38000,0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,,4867.00,0.690000,0.700000,,,4.610000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h54m25.27s,283.6053012,+39d59m52.54s,39.9979286,351.23900000,15.3980000,14.4630000,12.0770000,14.2019000,2013-10-28,2014-01-08,2013-10-28;;;;
Kepler-1027 b,Kepler-1027,b,0,2,1,0,Transit,2016,Kepler,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,1.90780519900,0.0296000000,1.90000000,0.16950694,,,,,,0.000000,2820.6200,1859.00,89.95000,0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,5537.00,1.714000,0.954000,-0.2000,[Fe/H],3.949000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h10m17.08s,287.5711746,+42d48m49.74s,42.8138159,405.10400000,13.7610000,12.9940000,11.1190000,12.8401000,2014-11-21,2014-12-18,2014-11-21;;;;
Kepler-1027 b,Kepler-1027,b,0,2,1,0,Transit,2016,Kepler,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,1.90781068300,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5348.19,1.178940,0.920000,-0.0090,[M/H],4.258870,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h10m17.08s,287.5711746,+42d48m49.74s,42.8138159,405.10400000,13.7610000,12.9940000,11.1190000,12.8401000,2018-09-25,2018-08-16,2018-09-25;;;;
Kepler-1027 b,Kepler-1027,b,1,2,1,0,Transit,2016,Kepler,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,1.90780519900,,0.89000000,0.07940048,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5436.00,0.820000,0.910000,-0.0600,[Fe/H],4.570000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h10m17.08s,287.5711746,+42d48m49.74s,42.8138159,405.10400000,13.7610000,12.9940000,11.1190000,12.8401000,2016-05-06,2016-05,2016-05-10;;;;
Kepler-1027 b,Kepler-1027,b,0,2,1,0,Transit,2016,Kepler,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q12_koi),0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,1.90780519900,0.0296000000,1.90000000,0.16950694,,,,,,0.000000,2820.6200,1859.00,89.95000,0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,5537.00,1.714000,0.954000,-0.2000,[Fe/H],3.949000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h10m17.08s,287.5711746,+42d48m49.74s,42.8138159,405.10400000,13.7610000,12.9940000,11.1190000,12.8401000,2014-11-18,2014-12-04,2014-11-18;;;;
Kepler-1027 b,Kepler-1027,b,0,2,1,0,Transit,2016,Kepler,0,0,0,1,0,0,0,0,0,0,Published Candidate,0,<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>,1.90780519900,0.0291100000,1.26500000,0.11285594,,,,,,,1172.7000,,,0,<a refstr=FULTON__AMP__PETIGURA_2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..264F/abstract target=ref>Fulton &amp; Petigura 2018</a>,,5404.00,1.140000,0.903000,0.0500,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h10m17.08s,287.5711746,+42d48m49.74s,42.8138159,405.10400000,13.7610000,12.9940000,11.1190000,12.8401000,2024-12-05,2018-12,2024-12-05;;
Kepler-1027 b,Kepler-1027,b,0,2,1,0,Transit,2016,Kepler,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,,1.26800000,0.11312338,,,,,,,1162.5100,,,0,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,5404.00,1.149000,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h10m17.08s,287.5711746,+42d48m49.74s,42.8138159,405.10400000,13.7610000,12.9940000,11.1190000,12.8401000,2018-09-04,2018-10,2018-09-06;;;;
Kepler-1027 b,Kepler-1027,b,0,2,1,0,Transit,2016,Kepler,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q17_dr24_koi),0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,1.90780519900,0.0296000000,1.90000000,0.16950694,,,,,,0.000000,2820.6200,1859.00,89.95000,0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,5537.00,1.714000,0.954000,-0.2000,[Fe/H],3.949000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h10m17.08s,287.5711746,+42d48m49.74s,42.8138159,405.10400000,13.7610000,12.9940000,11.1190000,12.8401000,2015-08-25,2015-09-24,2015-08-25;;;;
Kepler-1027 b,Kepler-1027,b,0,2,1,0,Transit,2016,Kepler,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,1.90781068300,0.0295000000,0.91000000,0.08118490,,,,,,0.000000,609.2800,1268.00,86.74000,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5435.00,0.824000,0.937000,0.0700,[Fe/H],4.578000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h10m17.08s,287.5711746,+42d48m49.74s,42.8138159,405.10400000,13.7610000,12.9940000,11.1190000,12.8401000,2017-05-08,2017-08-31 00:00,2017-05-08;;;;
Kepler-1027 b,Kepler-1027,b,0,2,1,0,Transit,2016,Kepler,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,1.90781434240,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5348.19,1.178940,0.920000,-0.0090,[M/H],4.258870,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h10m17.08s,287.5711746,+42d48m49.74s,42.8138159,405.10400000,13.7610000,12.9940000,11.1190000,12.8401000,2019-04-16,2019-03,2019-04-18;;;
Kepler-1027 b,Kepler-1027,b,0,2,1,0,Transit,2016,Kepler,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,1.90780645000,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5348.19,1.178940,0.920000,-0.0090,[M/H],4.258870,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h10m17.08s,287.5711746,+42d48m49.74s,42.8138159,405.10400000,13.7610000,12.9940000,11.1190000,12.8401000,2016-07-26,2016-07,2016-07-28;;;;
